strains,type_ref,match_per,typing,tree_name,
SRR7800643,eDCC13,0.9906,eDCC13,eDCC13,1
SRR7800680,eDCC13,0.9906,eDCC13,eDCC13,1
SRR7800707,eDCC13,0.9906,eDCC13,eDCC13,1
ERR5384801,DCC6,0.9908,DCC6,DCC6,1
ERR369273,eDCC11,0.9909,eDCC11,eDCC11,1
ERR374132,eDCC11,0.9909,eDCC11,eDCC11,1
ERR8266642,DCC1,0.9909,DCC1,DCC1,1
ERR2524323,eDCC25,0.991,eDCC25,eDCC25,1
ERR363432,eDCC25,0.991,eDCC25,eDCC25,1
ERR369141,DCC2,0.991,DCC2,DCC2,1
ERR4326502,DCC2,0.991,DCC2,DCC2,1
ERR4326526,DCC2,0.991,DCC2,DCC2,1
ERR351971,eDCC24,0.9911,eDCC24,eDCC24,1
SRR14719161,DCC5,0.9911,DCC5,DCC5,1
ERR369307,DCC3,0.9911,DCC3,DCC3,1
SRR14719206,DCC3,0.9911,DCC3,DCC3,1
ERR4326523,DCC2,0.9912,DCC2,DCC2,1
ERR4326525,DCC2,0.9912,DCC2,DCC2,1
ERR340535,DCC1,0.9913,DCC1,DCC1,1
ERR4326515,DCC2,0.9914,DCC2,DCC2,1
ERR4326516,DCC2,0.9914,DCC2,DCC2,1
ERR2524350,eDCC25,0.9915,eDCC25,eDCC25,1
ERR4326501,DCC2,0.9915,DCC2,DCC2,1
ERR459776,eDCC25,0.9915,eDCC25,eDCC25,1
ERR374083,eDCC24,0.9917,eDCC24,eDCC24,1
ERR7253777,DCC2,0.9917,DCC2,DCC2,1
SRR12051537,eDCC33,0.9917,eDCC33,eDCC33,1
SRR3666120,eDCC33,0.9917,eDCC33,eDCC33,1
SRR14719180,eDCC22,0.9918,eDCC22,eDCC22,1
DRR245294,eDCC22,0.9918,eDCC22,eDCC22,1
ERR330880,eDCC22,0.9918,eDCC22,eDCC22,1
SRR6388707,eDCC22,0.9918,eDCC22,eDCC22,1
DRR245249,eDCC22,0.9918,eDCC22,eDCC22,1
DRR317496,eDCC22,0.9918,eDCC22,eDCC22,1
ERR330879,eDCC22,0.9918,eDCC22,eDCC22,1
ERR330882,eDCC22,0.9918,eDCC22,eDCC22,1
ERR369214,eDCC22,0.9918,eDCC22,eDCC22,1
ERR369215,eDCC22,0.9918,eDCC22,eDCC22,1
ERR343229,eDCC11,0.9918,eDCC11,eDCC11,1
ERR349270,eDCC11,0.9918,eDCC11,eDCC11,1
ERR374131,eDCC11,0.9918,eDCC11,eDCC11,1
ERR4020085,eDCC11,0.9918,eDCC11,eDCC11,1
SRR12051697,eDCC9,0.9918,eDCC9,eDCC9,1
ERR4326524,DCC2,0.9919,DCC2,DCC2,1
ERR4020099,DCC2,0.992,DCC2,DCC2,1
ERR4020117,DCC2,0.992,DCC2,DCC2,1
ERR459864,DCC2,0.992,DCC2,DCC2,1
ERR459865,eDCC24,0.992,eDCC24,eDCC24,1
ERR363408,eDCC24,0.9923,eDCC24,eDCC24,1
ERR374084,eDCC24,0.9923,eDCC24,eDCC24,1
SRR7800557,eDCC9,0.9924,eDCC9,eDCC9,1
SRR6871392,DCC3,0.9924,DCC3,DCC3,1
ERR494927,DCC2,0.9925,DCC2,DCC2,1
SRR12051572,eDCC9,0.9925,eDCC9,eDCC9,1
SRR12051573,eDCC9,0.9925,eDCC9,eDCC9,1
SRR12051689,eDCC9,0.9925,eDCC9,eDCC9,1
SRR7800408,eDCC9,0.9925,eDCC9,eDCC9,1
ERR5412835,eDCC19,0.9925,eDCC19,eDCC19,1
ERR2759450,eDCC31,0.9926,eDCC31,eDCC31,1
SRR12051571,eDCC9,0.9927,eDCC9,eDCC9,1
SRR12051686,eDCC9,0.9927,eDCC9,eDCC9,1
SRR12051835,eDCC11,0.9927,eDCC11,eDCC11,1
ERR459778,eDCC25,0.9928,eDCC25,eDCC25,1
ERR459780,eDCC25,0.9928,eDCC25,eDCC25,1
SRR12051687,eDCC9,0.9928,eDCC9,eDCC9,1
SRR12051688,eDCC9,0.9928,eDCC9,eDCC9,1
SRR12051696,eDCC9,0.9928,eDCC9,eDCC9,1
SRR12051870,eDCC25,0.9928,eDCC25,eDCC25,1
ERR343234,eDCC24,0.9929,eDCC24,eDCC24,1
ERR363442,eDCC33,0.9929,eDCC33,eDCC33,1
ERR363495,eDCC33,0.9929,eDCC33,eDCC33,1
ERR373979,eDCC33,0.9929,eDCC33,eDCC33,1
ERR374162,eDCC33,0.9929,eDCC33,eDCC33,1
ERR374164,eDCC33,0.9929,eDCC33,eDCC33,1
ERR459779,eDCC25,0.993,eDCC25,eDCC25,1
DRR245236,eDCC32,0.993,eDCC32,eDCC32,1
ERR373973,eDCC24,0.9931,eDCC24,eDCC24,1
ERR1869533,eDCC31,0.9931,eDCC31,eDCC31,1
ERR2759461,DCC2,0.9932,DCC2,DCC2,1
ERR374104,eDCC24,0.9932,eDCC24,eDCC24,1
SRR12051859,eDCC9,0.9932,eDCC9,eDCC9,1
ERR374135,eDCC24,0.9933,eDCC24,eDCC24,1
ERR373954,eDCC25,0.9935,eDCC25,eDCC25,1
SRR14719269,DCC4,0.9935,DCC4,DCC4,1
ERR374008,eDCC11,0.9936,eDCC11,eDCC11,1
DRR245241,eDCC32,0.9936,eDCC32,eDCC32,1
ERR2524313,DCC2,0.9937,DCC2,DCC2,1
ERR4298299,DCC7,0.9937,DCC7,DCC7,1
ERR7253673,DCC7,0.9937,DCC7,DCC7,1
SRR14719147,eDCC12,0.9938,eDCC12,eDCC12,1
SRR14746713,eDCC8,0.994,eDCC8,eDCC8,1
DRR317379,DCC3,0.994,DCC3,DCC3,1
ERR1045564,DCC3,0.994,DCC3,DCC3,1
ERR459990,DCC3,0.994,DCC3,DCC3,1
ERR459991,DCC3,0.994,DCC3,DCC3,1
ERR5413910,eDCC19,0.994,eDCC19,eDCC19,1
SRR18969482,eDCC32,0.9941,eDCC32,eDCC32,1
ERR1787892,DCC2,0.9942,DCC2,DCC2,1
ERR1787899,DCC2,0.9942,DCC2,DCC2,1
ERR330891,DCC2,0.9942,DCC2,DCC2,1
ERR459988,DCC3,0.9942,DCC3,DCC3,1
SRR18969472,DCC3,0.9942,DCC3,DCC3,1
ERR374002,eDCC25,0.9943,eDCC25,eDCC25,1
ERR459782,eDCC25,0.9943,eDCC25,eDCC25,1
ERR459783,eDCC25,0.9943,eDCC25,eDCC25,1
ERR1787852,DCC2,0.9944,DCC2,DCC2,1
ERR1787860,DCC2,0.9944,DCC2,DCC2,1
ERR337868,DCC3,0.9944,DCC3,DCC3,1
ERR459994,DCC3,0.9944,DCC3,DCC3,1
ERR330862,DCC7,0.9944,DCC7,DCC7,1
ERR337862,DCC7,0.9944,DCC7,DCC7,1
ERR369301,DCC7,0.9944,DCC7,DCC7,1
ERR369312,DCC7,0.9944,DCC7,DCC7,1
SRR14719225,eDCC32,0.9944,eDCC32,eDCC32,1
ERR5412962,eDCC19,0.9944,eDCC19,eDCC19,1
ERR337900,eDCC11,0.9945,eDCC11,eDCC11,1
ERR343212,eDCC11,0.9945,eDCC11,eDCC11,1
ERR4020066,eDCC11,0.9945,eDCC11,eDCC11,1
ERR459777,eDCC25,0.9945,eDCC25,eDCC25,1
SRR15713789,DCC1,0.9945,DCC1,DCC1,1
ERR459847,eDCC31,0.9945,eDCC31,eDCC31,1
ERR459999,DCC3,0.9946,DCC3,DCC3,1
ERR1869531,eDCC31,0.9946,eDCC31,eDCC31,1
ERR363484,DCC5,0.9947,DCC5,DCC5,1
SRR15713787,DCC1,0.9947,DCC1,DCC1,1
ERR1869532,eDCC31,0.9947,eDCC31,eDCC31,1
ERR459797,eDCC31,0.9947,eDCC31,eDCC31,1
ERR340505,eDCC24,0.9948,eDCC24,eDCC24,1
ERR363475,eDCC31,0.9948,eDCC31,eDCC31,1
ERR343219,eDCC24,0.9949,eDCC24,eDCC24,1
ERR369226,DCC2,0.9949,DCC2,DCC2,1
SRR15713806,eDCC9,0.9949,eDCC9,eDCC9,1
ERR459997,DCC3,0.9949,DCC3,DCC3,1
SRR17774870,DCC3,0.9949,DCC3,DCC3,1
ERR459781,eDCC25,0.995,eDCC25,eDCC25,1
SRR7800619,DCC1,0.995,DCC1,DCC1,1
DRR317374,DCC1,0.9951,DCC1,DCC1,1
ERR119103,DCC4,0.9951,DCC4,DCC4,1
ERR5671703,DCC4,0.9951,DCC4,DCC4,1
ERR7253721,DCC4,0.9951,DCC4,DCC4,1
SRR12051511,eDCC9,0.9951,eDCC9,eDCC9,1
SRR14719290,DCC5,0.9951,DCC5,DCC5,1
SRR14736626,eDCC9,0.9951,eDCC9,eDCC9,1
SRR14736627,eDCC9,0.9951,eDCC9,eDCC9,1
SRR14746711,eDCC8,0.9951,eDCC8,eDCC8,1
SRR6046473,DCC4,0.9951,DCC4,DCC4,1
ERR459846,eDCC31,0.9951,eDCC31,eDCC31,1
ERR1413174,DCC2,0.9952,DCC2,DCC2,1
ERR330779,eDCC9,0.9952,eDCC9,eDCC9,1
ERR369150,DCC2,0.9952,DCC2,DCC2,1
ERR373953,eDCC9,0.9952,eDCC9,eDCC9,1
ERR485003,DCC2,0.9952,DCC2,DCC2,1
SRR12051580,eDCC9,0.9952,eDCC9,eDCC9,1
SRR12051581,eDCC9,0.9952,eDCC9,eDCC9,1
SRR13786059,eDCC9,0.9952,eDCC9,eDCC9,1
SRR15713760,eDCC9,0.9952,eDCC9,eDCC9,1
SRR15713764,eDCC9,0.9952,eDCC9,eDCC9,1
SRR15713766,eDCC9,0.9952,eDCC9,eDCC9,1
SRR15713807,eDCC9,0.9952,eDCC9,eDCC9,1
SRR6871408,eDCC9,0.9952,eDCC9,eDCC9,1
ERR5384804,DCC6,0.9952,DCC6,DCC6,1
ERR5384813,DCC6,0.9952,DCC6,DCC6,1
SRR12051759,DCC1,0.9953,DCC1,DCC1,1
SRR18969528,eDCC29,0.9953,eDCC29,eDCC29,1
ERR5413485,eDCC19,0.9953,eDCC19,eDCC19,1
ERR5413961,eDCC19,0.9953,eDCC19,eDCC19,1
ERR349292,eDCC9,0.9954,eDCC9,eDCC9,1
ERR349326,eDCC9,0.9954,eDCC9,eDCC9,1
ERR374018,eDCC9,0.9954,eDCC9,eDCC9,1
ERR5384760,eDCC23,0.9954,eDCC23,eDCC23,1
ERR8266618,DCC2,0.9954,DCC2,DCC2,1
ERR908844,eDCC9,0.9954,eDCC9,eDCC9,1
ERR908845,eDCC9,0.9954,eDCC9,eDCC9,1
SRR12051748,DCC1,0.9954,DCC1,DCC1,1
SRR12574873,eDCC9,0.9954,eDCC9,eDCC9,1
SRR15713770,eDCC9,0.9954,eDCC9,eDCC9,1
SRR3321825,eDCC9,0.9954,eDCC9,eDCC9,1
ERR369335,DCC7,0.9954,DCC7,DCC7,1
ERR5412404,eDCC19,0.9954,eDCC19,eDCC19,1
ERR4020073,DCC2,0.9955,DCC2,DCC2,1
ERR459843,eDCC25,0.9955,eDCC25,eDCC25,1
ERR8266638,DCC2,0.9955,DCC2,DCC2,1
ERR8266639,DCC2,0.9955,DCC2,DCC2,1
ERR908846,eDCC9,0.9955,eDCC9,eDCC9,1
ERR908847,eDCC9,0.9955,eDCC9,eDCC9,1
ERR337820,DCC3,0.9955,DCC3,DCC3,1
ERR5413279,eDCC19,0.9955,eDCC19,eDCC19,1
ERR5413459,eDCC19,0.9955,eDCC19,eDCC19,1
ERR369155,eDCC32,0.9956,eDCC32,eDCC32,1
ERR337896,DCC7,0.9956,DCC7,DCC7,1
ERR330920,eDCC23,0.9957,eDCC23,eDCC23,1
ERR115012,DCC3,0.9958,DCC3,DCC3,1
ERR115060,DCC3,0.9958,DCC3,DCC3,1
ERR460036,DCC3,0.9958,DCC3,DCC3,1
ERR494961,DCC3,0.9958,DCC3,DCC3,1
ERR494963,DCC3,0.9958,DCC3,DCC3,1
ERR5412326,eDCC19,0.9958,eDCC19,eDCC19,1
ERR114975,DCC2,0.9959,DCC2,DCC2,1
ERR114994,DCC2,0.9959,DCC2,DCC2,1
ERR119098,DCC2,0.9959,DCC2,DCC2,1
ERR4020068,DCC2,0.9959,DCC2,DCC2,1
ERR115052,DCC6,0.9959,DCC6,DCC6,1
ERR5384814,DCC6,0.9959,DCC6,DCC6,1
ERR5384818,eDCC32,0.9959,eDCC32,eDCC32,1
ERR115096,DCC2,0.996,DCC2,DCC2,1
ERR1413173,DCC1,0.996,DCC1,DCC1,1
ERR363431,DCC5,0.996,DCC5,DCC5,1
ERR373960,DCC5,0.996,DCC5,DCC5,1
SRR12051520,eDCC25,0.996,eDCC25,eDCC25,1
ERR369259,DCC3,0.996,DCC3,DCC3,1
ERR2759456,eDCC31,0.996,eDCC31,eDCC31,1
ERR5413925,eDCC19,0.996,eDCC19,eDCC19,1
ERR369197,DCC7,0.9961,DCC7,DCC7,1
ERR5413280,eDCC19,0.9961,eDCC19,eDCC19,1
ERR115011,DCC2,0.9962,DCC2,DCC2,1
ERR115024,DCC2,0.9962,DCC2,DCC2,1
ERR115066,DCC2,0.9962,DCC2,DCC2,1
ERR2524309,eDCC14,0.9962,eDCC14,eDCC14,1
ERR484997,DCC2,0.9962,DCC2,DCC2,1
ERR5384780,DCC1,0.9962,DCC1,DCC1,1
SRR14736588,eDCC8,0.9962,eDCC8,eDCC8,1
SRR7800622,DCC2,0.9962,DCC2,DCC2,1
ERR494962,DCC3,0.9962,DCC3,DCC3,1
ERR115018,DCC2,0.9963,DCC2,DCC2,1
ERR115094,DCC2,0.9963,DCC2,DCC2,1
ERR3198388,eDCC25,0.9963,eDCC25,eDCC25,1
ERR330757,DCC2,0.9963,DCC2,DCC2,1
ERR349289,eDCC11,0.9964,eDCC11,eDCC11,1
ERR363488,eDCC11,0.9964,eDCC11,eDCC11,1
ERR369314,eDCC11,0.9964,eDCC11,eDCC11,1
ERR369338,eDCC11,0.9964,eDCC11,eDCC11,1
ERR494956,DCC1,0.9964,DCC1,DCC1,1
SRR12051836,eDCC11,0.9964,eDCC11,eDCC11,1
ERR2524315,eDCC31,0.9964,eDCC31,eDCC31,1
ERR2524316,eDCC31,0.9964,eDCC31,eDCC31,1
ERR337873,DCC7,0.9964,DCC7,DCC7,1
ERR119100,DCC2,0.9965,DCC2,DCC2,1
ERR2759513,DCC2,0.9965,DCC2,DCC2,1
ERR2759514,DCC2,0.9965,DCC2,DCC2,1
ERR2759515,DCC2,0.9965,DCC2,DCC2,1
ERR2759516,DCC2,0.9965,DCC2,DCC2,1
ERR2759517,DCC2,0.9965,DCC2,DCC2,1
ERR2759518,DCC2,0.9965,DCC2,DCC2,1
ERR2759519,DCC2,0.9965,DCC2,DCC2,1
ERR2759520,DCC2,0.9965,DCC2,DCC2,1
ERR2759523,DCC2,0.9965,DCC2,DCC2,1
ERR2759524,DCC2,0.9965,DCC2,DCC2,1
ERR2759525,DCC2,0.9965,DCC2,DCC2,1
ERR2759528,DCC2,0.9965,DCC2,DCC2,1
ERR363243,DCC2,0.9965,DCC2,DCC2,1
ERR484982,DCC5,0.9965,DCC5,DCC5,1
ERR363422,eDCC31,0.9965,eDCC31,eDCC31,1
DRR317481,eDCC12,0.9966,eDCC12,eDCC12,1
ERR115108,DCC3,0.9966,DCC3,DCC3,1
ERR114993,DCC2,0.9967,DCC2,DCC2,1
ERR2759530,DCC1,0.9967,DCC1,DCC1,1
ERR4020061,eDCC8,0.9967,eDCC8,eDCC8,1
ERR459758,DCC1,0.9967,DCC1,DCC1,1
ERR459791,DCC1,0.9967,DCC1,DCC1,1
SRR14736586,eDCC8,0.9967,eDCC8,eDCC8,1
ERR2759527,DCC1,0.9968,DCC1,DCC1,1
ERR459759,DCC1,0.9968,DCC1,DCC1,1
ERR459792,DCC1,0.9968,DCC1,DCC1,1
DRR317590,DCC6,0.9968,DCC6,DCC6,1
ERR343235,DCC5,0.9969,DCC5,DCC5,1
ERR369139,DCC5,0.9969,DCC5,DCC5,1
ERR459956,DCC5,0.9969,DCC5,DCC5,1
ERR494950,DCC5,0.9969,DCC5,DCC5,1
SRR14719260,DCC1,0.9969,DCC1,DCC1,1
ERR115023,DCC3,0.9969,DCC3,DCC3,1
ERR115036,DCC3,0.9969,DCC3,DCC3,1
ERR119108,DCC3,0.9969,DCC3,DCC3,1
ERR5384816,DCC3,0.9969,DCC3,DCC3,1
ERR115006,DCC2,0.997,DCC2,DCC2,1
ERR115010,DCC2,0.997,DCC2,DCC2,1
ERR459760,DCC1,0.997,DCC1,DCC1,1
ERR494856,DCC1,0.9971,DCC1,DCC1,1
ERR115037,DCC3,0.9971,DCC3,DCC3,1
ERR115045,DCC3,0.9971,DCC3,DCC3,1
ERR115048,DCC3,0.9971,DCC3,DCC3,1
ERR115056,DCC3,0.9971,DCC3,DCC3,1
ERR115071,DCC3,0.9971,DCC3,DCC3,1
ERR119082,DCC3,0.9971,DCC3,DCC3,1
ERR340549,DCC6,0.9971,DCC6,DCC6,1
SRR13997849,DCC6,0.9971,DCC6,DCC6,1
SRR14719285,eDCC31,0.9971,eDCC31,eDCC31,1
ERR337789,eDCC11,0.9972,eDCC11,eDCC11,1
ERR114983,DCC2,0.9972,DCC2,DCC2,1
ERR2759526,DCC2,0.9972,DCC2,DCC2,1
SRR6045518,eDCC16,0.9972,eDCC16,eDCC16,1
SRR6045906,eDCC16,0.9972,eDCC16,eDCC16,1
SRR7800405,DCC1,0.9972,DCC1,DCC1,1
ERR5412794,eDCC19,0.9972,eDCC19,eDCC19,1
ERR115097,DCC2,0.9973,DCC2,DCC2,1
ERR337899,eDCC11,0.9973,eDCC11,eDCC11,1
ERR351970,eDCC11,0.9973,eDCC11,eDCC11,1
ERR363379,eDCC11,0.9973,eDCC11,eDCC11,1
ERR363435,eDCC11,0.9973,eDCC11,eDCC11,1
ERR369283,eDCC11,0.9973,eDCC11,eDCC11,1
ERR374033,eDCC11,0.9973,eDCC11,eDCC11,1
ERR374097,eDCC11,0.9973,eDCC11,eDCC11,1
ERR374102,eDCC11,0.9973,eDCC11,eDCC11,1
ERR374133,eDCC11,0.9973,eDCC11,eDCC11,1
ERR4326555,eDCC9,0.9973,eDCC9,eDCC9,1
ERR490671,eDCC8,0.9973,eDCC8,eDCC8,1
SRR12051648,DCC2,0.9973,DCC2,DCC2,1
SRR12051677,eDCC25,0.9973,eDCC25,eDCC25,1
SRR6046712,eDCC8,0.9973,eDCC8,eDCC8,1
SRR7800403,eDCC11,0.9973,eDCC11,eDCC11,1
SRR7800404,eDCC11,0.9973,eDCC11,eDCC11,1
SRR7800639,eDCC11,0.9973,eDCC11,eDCC11,1
SRR7800645,eDCC11,0.9973,eDCC11,eDCC11,1
ERR115013,DCC3,0.9973,DCC3,DCC3,1
ERR115019,DCC3,0.9973,DCC3,DCC3,1
ERR115021,DCC3,0.9973,DCC3,DCC3,1
ERR115044,DCC3,0.9973,DCC3,DCC3,1
ERR115051,DCC3,0.9973,DCC3,DCC3,1
ERR115057,DCC3,0.9973,DCC3,DCC3,1
ERR115080,DCC3,0.9973,DCC3,DCC3,1
ERR115088,DCC3,0.9973,DCC3,DCC3,1
ERR115100,DCC3,0.9973,DCC3,DCC3,1
ERR119084,DCC3,0.9973,DCC3,DCC3,1
ERR119087,DCC3,0.9973,DCC3,DCC3,1
ERR494936,DCC1,0.9974,DCC1,DCC1,1
ERR5384771,DCC1,0.9974,DCC1,DCC1,1
DRR245204,eDCC37,0.9974,eDCC37,eDCC37,1
ERR340562,eDCC31,0.9974,eDCC31,eDCC31,1
ERR4326494,eDCC32,0.9974,eDCC32,eDCC32,1
ERR7253787,eDCC32,0.9974,eDCC32,eDCC32,1
ERR7253788,eDCC32,0.9974,eDCC32,eDCC32,1
ERR119099,DCC2,0.9975,DCC2,DCC2,1
ERR4326556,eDCC9,0.9975,eDCC9,eDCC9,1
ERR494840,DCC2,0.9975,DCC2,DCC2,1
ERR494847,DCC2,0.9975,DCC2,DCC2,1
ERR114969,DCC3,0.9975,DCC3,DCC3,1
ERR115050,DCC3,0.9975,DCC3,DCC3,1
ERR115055,DCC3,0.9975,DCC3,DCC3,1
ERR115059,DCC3,0.9975,DCC3,DCC3,1
ERR115064,DCC3,0.9975,DCC3,DCC3,1
ERR115067,DCC3,0.9975,DCC3,DCC3,1
ERR115068,DCC3,0.9975,DCC3,DCC3,1
ERR115072,DCC3,0.9975,DCC3,DCC3,1
ERR115075,DCC3,0.9975,DCC3,DCC3,1
ERR115083,DCC3,0.9975,DCC3,DCC3,1
ERR115090,DCC3,0.9975,DCC3,DCC3,1
ERR115105,DCC3,0.9975,DCC3,DCC3,1
ERR115107,DCC3,0.9975,DCC3,DCC3,1
ERR119085,DCC3,0.9975,DCC3,DCC3,1
ERR119101,DCC3,0.9975,DCC3,DCC3,1
ERR5384805,DCC3,0.9975,DCC3,DCC3,1
ERR337761,DCC6,0.9975,DCC6,DCC6,1
ERR374139,eDCC31,0.9975,eDCC31,eDCC31,1
ERR374191,eDCC31,0.9975,eDCC31,eDCC31,1
ERR4326544,eDCC9,0.9976,eDCC9,eDCC9,1
ERR5384764,DCC4,0.9976,DCC4,DCC4,1
SRR12051642,DCC4,0.9976,DCC4,DCC4,1
DRR317413,eDCC37,0.9976,eDCC37,eDCC37,1
ERR374043,eDCC31,0.9976,eDCC31,eDCC31,1
DRR317395,DCC1,0.9977,DCC1,DCC1,1
ERR1787813,DCC2,0.9977,DCC2,DCC2,1
ERR1787814,DCC2,0.9977,DCC2,DCC2,1
ERR1787817,DCC2,0.9977,DCC2,DCC2,1
ERR1787821,DCC2,0.9977,DCC2,DCC2,1
ERR1787826,DCC2,0.9977,DCC2,DCC2,1
ERR1787833,DCC2,0.9977,DCC2,DCC2,1
ERR1787834,DCC2,0.9977,DCC2,DCC2,1
ERR1787839,DCC2,0.9977,DCC2,DCC2,1
ERR1787844,DCC2,0.9977,DCC2,DCC2,1
ERR1787853,DCC2,0.9977,DCC2,DCC2,1
ERR1787856,DCC2,0.9977,DCC2,DCC2,1
ERR1787858,DCC2,0.9977,DCC2,DCC2,1
ERR1787863,DCC2,0.9977,DCC2,DCC2,1
ERR1787864,DCC2,0.9977,DCC2,DCC2,1
ERR1787866,DCC2,0.9977,DCC2,DCC2,1
ERR1787868,DCC2,0.9977,DCC2,DCC2,1
ERR1787871,DCC2,0.9977,DCC2,DCC2,1
ERR1787874,DCC2,0.9977,DCC2,DCC2,1
ERR1787876,DCC2,0.9977,DCC2,DCC2,1
ERR1787883,DCC2,0.9977,DCC2,DCC2,1
ERR1787884,DCC2,0.9977,DCC2,DCC2,1
ERR1787887,DCC2,0.9977,DCC2,DCC2,1
ERR1787891,DCC2,0.9977,DCC2,DCC2,1
ERR1787893,DCC2,0.9977,DCC2,DCC2,1
ERR1787898,DCC2,0.9977,DCC2,DCC2,1
ERR1787902,DCC2,0.9977,DCC2,DCC2,1
ERR330846,eDCC23,0.9977,eDCC23,eDCC23,1
ERR369233,eDCC23,0.9977,eDCC23,eDCC23,1
ERR369255,eDCC23,0.9977,eDCC23,eDCC23,1
ERR7253815,DCC2,0.9977,DCC2,DCC2,1
SRR12051667,DCC2,0.9977,DCC2,DCC2,1
SRR12051762,DCC1,0.9977,DCC1,DCC1,1
SRR18969515,DCC1,0.9977,DCC1,DCC1,1
SRR6388687,DCC2,0.9977,DCC2,DCC2,1
SRR6388723,DCC2,0.9977,DCC2,DCC2,1
ERR8266684,eDCC32,0.9977,eDCC32,eDCC32,1
DRR245226,DCC1,0.9978,DCC1,DCC1,1
ERR1787855,DCC2,0.9978,DCC2,DCC2,1
ERR1787861,DCC2,0.9978,DCC2,DCC2,1
ERR1787882,DCC2,0.9978,DCC2,DCC2,1
ERR340550,eDCC8,0.9978,eDCC8,eDCC8,1
ERR363454,DCC1,0.9978,DCC1,DCC1,1
ERR369189,DCC5,0.9978,DCC5,DCC5,1
ERR373956,DCC5,0.9978,DCC5,DCC5,1
ERR4298314,eDCC8,0.9978,eDCC8,eDCC8,1
ERR4298329,DCC2,0.9978,DCC2,DCC2,1
ERR459859,DCC5,0.9978,DCC5,DCC5,1
ERR490675,eDCC8,0.9978,eDCC8,eDCC8,1
ERR490688,eDCC8,0.9978,eDCC8,eDCC8,1
ERR490701,eDCC8,0.9978,eDCC8,eDCC8,1
ERR494954,DCC5,0.9978,DCC5,DCC5,1
ERR494976,DCC5,0.9978,DCC5,DCC5,1
ERR5384763,DCC1,0.9978,DCC1,DCC1,1
ERR7253689,eDCC8,0.9978,eDCC8,eDCC8,1
ERR7253704,DCC2,0.9978,DCC2,DCC2,1
SRR12051517,eDCC8,0.9978,eDCC8,eDCC8,1
SRR12051853,eDCC8,0.9978,eDCC8,eDCC8,1
SRR13786004,eDCC8,0.9978,eDCC8,eDCC8,1
SRR6388685,DCC2,0.9978,DCC2,DCC2,1
DRR317412,eDCC35,0.9978,eDCC35,eDCC35,1
DRR317529,DCC6,0.9978,DCC6,DCC6,1
ERR114985,DCC3,0.9978,DCC3,DCC3,1
ERR114987,DCC3,0.9978,DCC3,DCC3,1
ERR115003,DCC3,0.9978,DCC3,DCC3,1
ERR115022,DCC3,0.9978,DCC3,DCC3,1
ERR115038,DCC3,0.9978,DCC3,DCC3,1
ERR115042,DCC3,0.9978,DCC3,DCC3,1
ERR115073,DCC3,0.9978,DCC3,DCC3,1
ERR115076,DCC3,0.9978,DCC3,DCC3,1
ERR115078,DCC3,0.9978,DCC3,DCC3,1
ERR115082,DCC3,0.9978,DCC3,DCC3,1
ERR115087,DCC3,0.9978,DCC3,DCC3,1
ERR115089,DCC3,0.9978,DCC3,DCC3,1
ERR115092,DCC3,0.9978,DCC3,DCC3,1
ERR115101,DCC3,0.9978,DCC3,DCC3,1
ERR119083,DCC3,0.9978,DCC3,DCC3,1
ERR119088,DCC3,0.9978,DCC3,DCC3,1
ERR119089,DCC3,0.9978,DCC3,DCC3,1
ERR119093,DCC3,0.9978,DCC3,DCC3,1
ERR119096,DCC3,0.9978,DCC3,DCC3,1
ERR119105,DCC3,0.9978,DCC3,DCC3,1
ERR363351,DCC6,0.9978,DCC6,DCC6,1
ERR459801,eDCC35,0.9978,eDCC35,eDCC35,1
ERR459802,eDCC35,0.9978,eDCC35,eDCC35,1
ERR484988,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719109,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719134,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719146,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719214,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719219,eDCC35,0.9978,eDCC35,eDCC35,1
SRR14719264,eDCC35,0.9978,eDCC35,eDCC35,1
SRR6045118,eDCC31,0.9978,eDCC31,eDCC31,1
SRR7800460,DCC6,0.9978,DCC6,DCC6,1
ERR5413904,eDCC19,0.9978,eDCC19,eDCC19,1
DRR245210,DCC1,0.9979,DCC1,DCC1,1
ERR363507,DCC1,0.9979,DCC1,DCC1,1
SRR12051760,DCC1,0.9979,DCC1,DCC1,1
SRR14719266,eDCC24,0.9979,eDCC24,eDCC24,1
SRR6388683,DCC1,0.9979,DCC1,DCC1,1
SRR6388768,DCC1,0.9979,DCC1,DCC1,1
SRR12051736,eDCC34,0.9979,eDCC34,eDCC34,1
SRR12051509,eDCC25,0.998,eDCC25,eDCC25,1
SRR14043048,eDCC25,0.998,eDCC25,eDCC25,1
DRR245183,eDCC32,0.998,eDCC32,eDCC32,1
DRR317614,eDCC32,0.998,eDCC32,eDCC32,1
DRR317416,DCC3,0.998,DCC3,DCC3,1
ERR1045697,DCC3,0.998,DCC3,DCC3,1
ERR115058,DCC3,0.998,DCC3,DCC3,1
ERR115069,DCC3,0.998,DCC3,DCC3,1
ERR119086,DCC3,0.998,DCC3,DCC3,1
ERR119104,DCC3,0.998,DCC3,DCC3,1
